,papel,cotacao,pByL,pByVp,psr,dividendYield,pByAtivo,pByCapitalGiro,pByEbit,pByAtivoCircLiq,evByEbit,evByEbitda,margemEbit,margemLiq,liqCorr,roic,roe,liqDoisMeses,patrimonioLiquido,dividaBrutaByPatrimonio,crescRec,setor,industria,nomeEmpresaLongo,nomeEmpresa,smallcap,evByEbitRanking,roicRanking,magicRanking
76,TDBH3,0.56,-15.81,1.08,0.769,0.0,0.688,-5.22,7.4,-4.8,8.91,8.91,10.38,-4.86,0.63,10.48,-6.85,0.0,554115000.0,0.27,35.74,,,,,False,302,331,633
739,MRSA6B,36.0,14.23,2.47,2.816,0.88,0.963,28.96,9.69,-2.38,11.23,6.2,29.07,19.79,1.19,12.32,17.39,87.8,4946430000.0,0.81,4.07,Industrials,Railroads,MRS Logística S.A.,MRS LOGISTICA,False,362,271,633
733,RGEG3,3.0,13.42,1.6,0.77,0.0,0.609,-98.28,6.23,-1.76,10.04,11.7,12.36,5.74,0.98,11.69,11.9,0.0,1915180000.0,1.15,10.09,,,,,False,332,302,634
45,FBRA4,34.58,-39.57,1.66,0.457,0.0,0.738,18.94,7.4,-4.43,10.62,10.62,6.18,-1.15,1.11,11.94,-4.2,0.0,213406000.0,0.77,12.48,,,,,True,346,288,634
740,MRSA5B,36.0,14.23,2.47,2.816,0.88,0.963,28.96,9.69,-2.38,11.23,6.2,29.07,19.79,1.19,12.32,17.39,87.8,4946430000.0,0.81,4.07,Industrials,Railroads,MRS Logística S.A.,MRS LOGISTICA,False,363,273,636
475,VINE3,17.2,4.04,0.65,0.577,0.0,0.34,1.38,4.52,7.6,7.4,5.54,12.76,14.42,1.91,8.62,16.14,0.0,1118520000.0,0.6,2.21,,,,,False,245,392,637
688,DIRR3,11.5,11.09,1.42,1.006,6.14,0.312,0.87,5.55,-1.05,6.52,5.62,18.14,11.67,4.68,6.95,12.81,18437500.0,1214780000.0,1.02,20.45,Real Estate,Real Estate—Development,Direcional Engenharia S.A.,DIRECIONAL  ON      NM,False,202,435,637
905,RHDS3,0.11,39.98,3.24,0.548,0.0,0.79,-65.29,7.49,-2.7,10.7,8.06,7.31,1.17,0.97,11.8,8.12,0.0,272045000.0,1.49,4.38,,,,,True,348,293,641
480,VINE5,17.64,4.14,0.67,0.592,0.0,0.349,1.41,4.64,7.8,7.52,5.63,12.76,14.42,1.91,8.62,16.14,0.0,1118520000.0,0.6,2.21,,,,,False,250,391,641
716,TTEN3,11.0,12.64,2.43,1.019,0.0,1.238,3.57,16.72,4.55,15.83,14.6,6.09,8.06,1.83,15.65,19.24,6481970.0,2236240000.0,0.36,71.55,Basic Materials,Agricultural Inputs,Três Tentos Agroindustrial S/A,3TENTOS     ON      NM,False,444,197,641
898,BRGE5,10.41,35.76,0.61,176.689,0.0,0.249,0.66,-1.41,1.55,1.25,1.26,-12515.7,545.01,2.8,-33.35,1.72,0.0,1249660000.0,0.0,-29.81,Financial Services,Financial Conglomerates,Consórcio Alfa de Administração S.A.,ALFA CONSORCPNA,False,21,620,641
931,TOTS3,32.48,54.4,4.74,6.151,0.92,2.016,9.25,18.46,736.55,17.15,13.83,33.33,11.48,1.65,16.52,8.71,144860000.0,4232930000.0,0.44,9.13,Technology,Software—Application,TOTVS S.A.,TOTVS       ON      NM,False,464,178,642
173,PMET6,0.2,-1.21,-0.05,1.39,0.0,9.307,-0.07,27.69,-0.05,441.57,441.57,5.02,-114.49,0.01,38.97,4.1,0.0,-290863000.0,-0.74,37.74,,,,,True,616,27,643
679,TIMS3,12.93,10.58,1.25,1.733,3.35,0.628,6.54,9.57,-3.36,7.75,2.83,18.11,16.38,1.45,8.9,11.78,94005700.0,25107100000.0,0.15,65.4,Communication Services,Telecom Services,TIM S.A.,TIM         ON      NM,False,264,380,644
157,BCAL6,0.28,-1.7,-0.07,1.946,0.0,13.03,-0.09,38.77,-0.07,452.65,452.65,5.02,-114.49,0.01,38.97,4.1,0.0,-290863000.0,-0.74,37.74,,,,,True,617,28,645
567,ENAT3,19.51,6.55,1.5,3.973,0.99,0.895,2.53,14.17,9.36,10.05,3.61,28.03,60.67,3.47,11.35,22.84,23070900.0,3467240000.0,0.26,30.68,Energy,Oil & Gas E&P,Enauta Participações S.A.,ENAUTA PART ON      NM,False,334,311,645
517,EALT4,7.03,5.36,0.81,0.468,17.96,0.329,4.37,4.6,-2.3,7.27,5.41,10.17,8.72,1.2,8.05,15.17,223115.0,194506000.0,0.61,19.01,Industrials,Metal Fabrication,Electro Aço Altona S.A.,ACO ALTONA  PN,True,239,408,647
761,MRSA3B,38.7,15.3,2.66,3.028,0.0,1.035,31.14,10.42,-2.56,11.95,6.6,29.07,19.79,1.19,12.32,17.39,0.0,4946430000.0,0.81,4.07,,,MRS Logística S.A.,MRS LOGISTICA,False,380,267,647
762,MRSA3B,38.7,15.3,2.66,3.028,0.0,1.035,31.14,10.42,-2.56,11.95,6.6,29.07,19.79,1.19,12.32,17.39,0.0,4946430000.0,0.81,4.07,,,MRS Logística S.A.,MRS LOGISTICA,False,379,269,648
124,PMET5,0.65,-3.95,-0.16,4.518,0.0,30.248,-0.22,89.99,-0.16,503.88,503.88,5.02,-114.49,0.01,38.97,4.1,0.0,-290863000.0,-0.74,37.74,,,,,True,619,29,648
834,VIVA3,26.06,23.27,4.58,4.877,1.26,2.598,7.37,20.51,16.43,19.93,16.34,23.78,20.96,2.48,17.64,19.7,29527700.0,1342840000.0,0.22,27.01,Consumer Cyclical,Luxury Goods,Vivara Participações S.A.,VIVARA S.A. ON      NM,False,489,161,650
460,CESP3,22.81,3.58,1.0,3.467,12.9,0.514,25.87,6.31,-1.25,7.6,5.65,54.97,96.93,1.37,8.49,27.9,116109.0,7485270000.0,0.26,10.03,Utilities,Utilities—Renewable,CESP - Companhia Energética de São Paulo,CESP        ON      N1,False,254,398,652
674,ENGI3,13.88,10.34,2.88,0.983,5.69,0.487,8.25,5.59,-0.9,9.28,7.27,17.58,10.46,1.28,10.12,27.84,112554.0,8748260000.0,2.4,16.79,Utilities,Utilities—Renewable,Energisa S.A.,ENERGISA    ON      N2,False,311,341,652
900,WEGE3,31.51,36.88,9.72,5.613,1.44,5.526,16.49,30.39,21.96,30.06,26.85,18.47,15.52,2.01,23.4,26.36,257095000.0,13605000000.0,0.13,24.48,Industrials,Specialty Industrial Machinery,WEG S.A.,WEG         ON      NM,False,552,100,652
300,REPA4,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,5.18,1.22,1.99,4.05,1.91,0.0,378378000.0,0.42,1.09,,,,,False,125,528,653
257,REPA3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,5.18,1.22,1.99,4.05,1.91,0.0,378378000.0,0.42,1.09,,,,,False,124,529,653
462,CESP6,22.95,3.6,1.0,3.488,9.45,0.517,26.03,6.35,-1.26,7.64,5.68,54.97,96.93,1.37,8.49,27.9,48709900.0,7485270000.0,0.26,10.03,Utilities,Utilities—Renewable,CESP - Companhia Energética de São Paulo,CESP        PNB     N1,False,256,397,653
614,CAML3,9.06,7.98,1.17,0.391,2.73,0.413,1.13,6.16,-33.79,9.56,8.88,6.34,4.9,2.35,10.39,14.63,16771800.0,2872440000.0,1.31,24.88,Consumer Defensive,Packaged Foods,Camil Alimentos S.A.,CAMIL       ON      NM,False,320,334,654
883,BRGE8,9.01,30.95,0.53,152.927,3.48,0.216,0.57,-1.22,1.34,1.44,1.45,-12515.7,545.01,2.8,-33.35,1.72,328.85,1249660000.0,0.0,-29.81,Financial Services,Financial Conglomerates,Consórcio Alfa de Administração S.A.,ALFA CONSORCPND,False,31,623,654
463,CESP5,22.99,3.6,1.01,3.494,3.36,0.518,26.07,6.36,-1.26,7.65,5.69,54.97,96.93,1.37,8.49,27.9,9944.68,7485270000.0,0.26,10.03,Utilities,Utilities—Renewable,CESP - Companhia Energética de São Paulo,CESP        PNA     N1,False,257,399,656
882,BRGE6,9.0,30.91,0.53,152.757,8.36,0.215,0.57,-1.22,1.34,1.45,1.45,-12515.7,545.01,2.8,-33.35,1.72,0.0,1249660000.0,0.0,-29.81,Financial Services,Financial Conglomerates,Consórcio Alfa de Administração S.A.,ALFA CONSORCPNB,False,32,624,656
778,CRTP5,62.1,15.98,1.71,1.748,0.0,1.127,3.98,14.09,5.88,12.48,12.48,12.4,10.94,2.14,12.36,10.68,0.0,1210570000.0,0.12,10.11,,,,,False,395,263,658
540,MYPK3,12.15,5.96,0.46,0.146,8.28,0.129,1.1,2.11,-0.61,7.32,4.4,6.95,3.33,1.32,7.74,7.7,19133400.0,4074170000.0,1.38,10.96,Consumer Cyclical,Auto Parts,Iochpe-Maxion S.A.,IOCHP-MAXIONON      NM,False,242,416,658
787,GMAT3,5.71,16.84,2.04,0.837,0.0,1.37,2.72,13.41,3.86,13.82,10.93,6.24,5.0,3.96,13.05,12.09,23868200.0,6197320000.0,0.22,0.0,Consumer Cyclical,Department Stores,Grupo Mateus S.A.,GRUPO MATEUSON      NM,False,413,246,659
857,BRGE11,7.71,26.48,0.45,130.862,4.88,0.185,0.49,-1.05,1.15,1.62,1.63,-12515.7,545.01,2.8,-33.35,1.72,106.78,1249660000.0,0.0,-29.81,Financial Services,Financial Conglomerates,Consórcio Alfa de Administração S.A.,ALFA CONSORCPNE,False,37,625,662
686,SMLS3,22.4,10.78,4.09,4.212,17.98,1.017,18.78,10.37,-6.72,10.13,9.06,40.62,39.07,1.1,10.69,37.96,0.0,679678000.0,0.0,-22.2,,,,,False,335,327,662
774,ILMD3,29.0,15.73,2.63,0.683,0.0,1.395,5.7,14.13,7.53,13.13,13.13,4.84,4.92,1.6,12.52,16.69,0.0,658715000.0,0.02,0.65,,,,,False,404,259,663
840,BRGE12,6.99,24.01,0.41,118.642,0.01,0.167,0.44,-0.95,1.04,1.72,1.72,-12515.7,545.01,2.8,-33.35,1.72,514.27,1249660000.0,0.0,-29.81,Financial Services,Financial Conglomerates,Consórcio Alfa de Administração S.A.,ALFA CONSORCPNF,False,42,621,663
854,BRGE3,7.56,25.97,0.45,128.316,0.01,0.181,0.48,-1.03,1.12,1.64,1.65,-12515.7,545.01,2.8,-33.35,1.72,1547.56,1249660000.0,0.0,-29.81,Financial Services,Financial Conglomerates,Consórcio Alfa de Administração S.A.,ALFA CONSORCON,False,39,626,665
637,EEEL4,399.0,8.76,2.02,3.255,8.35,0.868,3.3,9.72,-3.9,9.95,9.43,33.48,36.13,4.24,10.39,23.06,973.17,1906490000.0,0.36,2.31,Utilities,Utilities—Regulated Electric,Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT,CEEE-T      PN      N1,False,329,336,665
872,INTB3,31.87,28.65,5.49,3.382,0.52,2.936,6.19,28.2,7.92,26.88,24.22,11.99,11.77,2.33,21.28,19.18,37962500.0,1900430000.0,0.24,34.84,Technology,Communication Equipment,Intelbras S.A. - Indústria de Telecomunicação Eletrônica Brasileira,INTELBRAS   ON      NM,False,542,123,665
639,EEEL3,400.0,8.79,2.03,3.263,7.57,0.87,3.3,9.74,-3.91,9.98,9.45,33.48,36.13,4.24,10.39,23.06,0.0,1906490000.0,0.36,2.31,Utilities,Utilities—Regulated Electric,Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT,CEEE-T      ON      N1,False,330,335,665
781,ILMD4,30.0,16.28,2.72,0.707,0.0,1.443,5.89,14.62,7.79,13.62,13.62,4.84,4.92,1.6,12.52,16.69,0.0,658715000.0,0.02,0.65,,,,,False,409,258,667
134,PNOR5,1.87,-2.9,0.55,0.354,0.0,0.205,0.7,8.52,-2.32,4.57,4.57,4.15,-11.74,2.5,3.61,-18.84,0.0,158071000.0,0.42,1.34,,,,,True,127,541,668
246,RCTB41,33.51,-0.02,0.0,0.008,0.0,0.001,0.0,-0.01,-0.0,2.07,7.61,-129.01,-53.64,5.93,-11.43,-9.94,0.0,1445520000.0,0.16,70.12,,,,,False,52,616,668
245,RCTB31,41.0,-0.02,0.0,0.01,0.0,0.001,0.0,-0.01,-0.0,2.06,7.61,-129.01,-53.64,5.93,-11.43,-9.94,0.0,1445520000.0,0.16,70.12,,,,,False,51,617,668
801,BRGE7,5.4,18.55,0.32,91.654,8.13,0.129,0.34,-0.73,0.8,1.93,1.94,-12515.7,545.01,2.8,-33.35,1.72,0.0,1249660000.0,0.0,-29.81,,,,,False,46,622,668
242,RCTB33,57.0,-0.03,0.0,0.014,0.0,0.001,0.0,-0.01,-0.0,2.06,7.6,-129.01,-53.64,5.93,-11.43,-9.94,0.0,1445520000.0,0.16,70.12,,,,,False,50,619,669
133,PNOR6,1.87,-2.9,0.55,0.354,0.0,0.205,0.7,8.52,-2.32,4.57,4.57,4.15,-11.74,2.5,3.61,-18.84,0.0,158071000.0,0.42,1.34,,,,,True,128,542,670
69,TDBH4,0.66,-18.63,1.28,0.906,0.0,0.811,-6.15,8.73,-5.66,10.23,10.23,10.38,-4.86,0.63,10.48,-6.85,0.0,554115000.0,0.27,35.74,,,,,False,339,332,671
249,RCTB42,20.0,-0.01,0.0,0.005,0.0,0.0,0.0,-0.0,-0.0,2.07,7.62,-129.01,-53.64,5.93,-11.43,-9.94,0.0,1445520000.0,0.16,70.12,,,,,False,53,618,671
273,VGOR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,6.77,4.5,-4.59,1.04,6.0,-24.29,0.0,135178000.0,1.89,4.77,,,,,True,215,457,672
871,ELCA4,20.2,28.61,11.5,2.914,0.0,1.77,23.41,13.87,-3.61,16.36,13.52,21.0,13.89,1.35,14.7,40.2,0.0,3706950000.0,2.48,11.65,,,,,False,454,218,672
153,CTNM4,3.5,-1.83,0.13,0.046,0.0,0.025,0.37,0.53,-0.1,6.43,4.12,8.62,-4.23,1.19,5.43,-7.26,84235.6,806232000.0,1.85,-5.64,Consumer Cyclical,Textile Manufacturing,Companhia de Tecidos Norte de Minas,COTEMINAS   PN,False,197,477,674
921,NATU3,36.86,47.4,4.72,1.648,0.0,1.368,8.14,13.62,-4.98,15.49,9.75,12.1,3.48,1.63,13.63,9.96,0.0,7187700000.0,1.17,25.36,,,,,False,440,236,676
790,TIMP3,13.46,17.13,1.43,1.903,0.0,0.818,15.37,9.79,-3.78,9.72,3.77,19.44,11.11,1.34,9.67,8.33,0.0,22847800000.0,0.14,2.29,,,,,False,324,355,679
704,GRND3,7.87,11.81,1.73,3.031,11.0,1.559,2.65,17.47,2.73,14.72,12.07,17.35,25.66,8.02,12.79,14.68,12589700.0,4094330000.0,0.05,-1.28,Consumer Cyclical,Footwear & Accessories,Grendene S.A.,GRENDENE    ON      NM,False,427,252,679
695,SBSP3,42.39,11.27,1.18,1.5,0.94,0.546,31.37,6.42,-1.35,9.47,6.38,23.38,13.31,1.15,9.28,10.49,90659500.0,24505800000.0,0.73,7.5,Utilities,Utilities—Regulated Water,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,SABESP      ON      NM,False,314,369,683
701,HAGA3,9.9,11.74,-1.78,2.612,0.0,1.863,5.21,25.66,-1.53,25.04,18.39,10.18,22.26,1.76,17.79,-15.13,288426.0,-66331300.0,-0.49,13.98,Industrials,Building Products & Equipment,HAGA S/A Indústria e Comércio,HAGA S/A    ON,True,531,154,685
620,SEER3,10.74,8.11,0.95,1.027,1.96,0.435,5.46,7.24,-1.51,7.66,3.95,14.19,12.67,1.46,6.98,11.68,6179800.0,1459580000.0,0.33,2.44,Consumer Defensive,Education & Training Services,Ser Educacional S.A.,SER EDUCA   ON      NM,False,258,432,690
879,TUPY4,48.21,30.51,2.58,1.104,0.0,1.074,3.02,12.42,388.77,14.18,8.69,8.89,3.62,2.54,12.32,8.47,0.0,2690750000.0,0.77,11.2,,,,,False,418,272,690
884,CREM3,14.5,32.69,2.45,0.685,0.0,0.67,4.89,8.52,-5.41,12.04,7.07,8.05,2.1,1.29,11.36,7.5,0.0,189701000.0,1.58,-0.27,,,Cremer S.A.,,True,383,308,691
955,FLCL6,9.91,115.65,61.25,11.283,0.0,11.168,143.05,64.97,-27.75,67.11,67.11,17.37,9.76,1.23,22.91,52.97,0.0,72920000.0,2.96,-29.63,,,,,True,586,109,695
868,LUXM4,81.95,28.15,4.16,3.465,1.96,2.674,21.87,21.38,-30.37,20.91,11.84,16.2,12.31,1.83,15.72,14.79,131211.0,102314000.0,0.19,2.99,Industrials,Marine Shipping,Trevisa Investimentos S.A.,TREVISA     PN,True,504,192,696
691,ELUM3,36.0,11.12,1.5,0.94,0.0,0.886,2.31,14.76,2.51,10.02,10.02,6.37,8.46,2.02,9.4,13.47,0.0,443231000.0,0.08,8.4,,,,,False,331,367,698
959,FLCL3,11.5,134.2,71.08,13.094,0.0,12.959,166.0,75.4,-32.21,77.54,77.54,17.37,9.76,1.23,22.91,52.97,0.0,72920000.0,2.96,-29.63,,,,,True,592,107,699
913,LREN3,24.13,42.01,2.51,2.442,1.72,1.226,3.38,15.91,9.51,14.3,9.04,15.35,5.81,2.31,12.21,5.98,283431000.0,9497620000.0,0.35,6.04,Consumer Cyclical,Department Stores,Lojas Renner S.A.,LOJAS RENNERON      NM,False,421,278,699
892,ELCA3,24.7,34.98,14.06,3.563,0.0,2.164,28.62,16.97,-4.41,19.45,16.07,21.0,13.89,1.35,14.7,40.2,0.0,3706950000.0,2.48,11.65,,,,,False,486,216,702
961,FLCL5,12.5,145.87,77.26,14.232,0.0,14.086,180.44,81.95,-35.01,84.09,84.09,17.37,9.76,1.23,22.91,52.97,0.0,72920000.0,2.96,-29.63,,,,,True,594,108,702
858,VAMO3,10.93,26.54,4.04,3.782,1.79,1.048,2.9,14.16,-3.99,17.16,12.32,26.71,14.25,4.09,13.49,15.24,32850600.0,2640190000.0,2.31,1030.06,Industrials,Rental & Leasing Services,"Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.",VAMOS       ON      NM,False,465,237,702
745,SOND6,35.51,14.36,1.44,1.216,23.72,1.007,3.06,15.16,4.51,10.6,8.14,8.02,8.46,2.68,9.6,10.04,600.2,60518000.0,0.0,9.12,Industrials,Engineering & Construction,Sondotécnica Engenharia de Solos S.A.,SONDOTECNICAPNB,True,345,358,703
578,MDNE3,6.11,6.82,0.49,0.777,0.0,0.211,0.98,6.24,-1.71,5.61,5.27,12.46,11.88,1.93,3.72,7.16,1784330.0,1062900000.0,0.13,2.53,Real Estate,Real Estate Services,Moura Dubeux Engenharia S.A.,MOURA DUBEUXON      NM,False,164,540,704
188,LATM11,28.65,-0.68,0.02,0.006,0.0,0.003,-0.02,0.05,-0.0,7.74,7.74,11.46,-0.39,0.49,6.55,-2.37,0.0,11357000000.0,2.92,16.69,,,,,False,263,441,704
120,CTNM3,8.02,-4.2,0.3,0.105,0.0,0.056,0.84,1.22,-0.24,7.11,4.56,8.62,-4.23,1.19,5.43,-7.26,1920.49,806232000.0,1.85,-5.64,Consumer Cyclical,Textile Manufacturing,Companhia de Tecidos Norte de Minas,COTEMINAS   ON,False,227,478,705
748,SOND5,36.0,14.56,1.46,1.232,23.4,1.021,3.11,15.37,4.57,10.81,8.3,8.02,8.46,2.68,9.6,10.04,3090.59,60518000.0,0.0,9.12,Industrials,Engineering & Construction,Sondotécnica Engenharia de Solos S.A.,SONDOTECNICAPNA,True,353,359,712
957,NETC3,38.5,123.1,2.12,1.29,0.0,1.074,-33.02,10.82,-2.96,12.15,5.27,11.93,1.55,0.8,10.95,1.72,0.0,6812390000.0,0.28,66.63,,,,,False,388,324,712
599,EALT3,10.02,7.64,1.16,0.666,11.46,0.469,6.23,6.55,-3.27,9.22,6.87,10.17,8.72,1.2,8.05,15.17,2892.8,194506000.0,0.61,19.01,Industrials,Metal Fabrication,Electro Aço Altona S.A.,ACO ALTONA  ON,True,309,407,716
323,ESTC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.92,10.13,3.02,1.21,5.6,3.88,0.0,3346510000.0,1.54,5.65,,,,,False,248,471,719
825,BALM3,16.96,22.03,1.39,1.161,2.0,0.765,1.86,11.35,3.08,10.2,8.29,10.23,4.31,2.57,8.74,6.31,776.05,119668000.0,0.2,8.74,Healthcare,Medical Instruments & Supplies,Baumer S.A.,BAUMER      ON,True,337,385,722
393,CTKA4,10.2,1.19,-0.43,0.127,0.0,0.106,0.32,1.3,-0.19,11.73,9.32,9.73,10.63,1.92,9.92,-36.01,87128.4,-147222000.0,-3.71,11.99,Consumer Cyclical,Textile Manufacturing,Karsten S.A.,KARSTEN     PN,True,376,348,724
767,HYPE3,32.37,15.41,2.09,3.453,3.81,1.035,5.52,10.74,-5.87,13.4,12.53,32.14,22.41,2.34,11.09,13.54,102718000.0,9826590000.0,0.75,11.32,Healthcare,Drug Manufacturers—Specialty & Generic,Hypera S.A.,HYPERA      ON      NM,False,407,318,725
958,NETC4,40.0,127.89,2.2,1.34,0.0,1.116,-34.31,11.24,-3.08,12.57,5.45,11.93,1.55,0.8,10.95,1.72,0.0,6812390000.0,0.28,66.63,,,,,False,399,326,725
544,CYRE3,14.41,6.01,0.93,1.271,7.55,0.438,1.12,7.43,7.92,8.97,8.47,17.11,22.92,3.41,7.23,15.46,106743000.0,6198680000.0,0.55,14.98,Consumer Cyclical,Residential Construction,Cyrela Brazil Realty S.A. Empreendimentos e Participações,CYRELA REALTON      NM,False,304,426,730
332,INHA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,5.29,10.54,5.25,2.44,3.46,3.47,0.0,1765520000.0,0.67,5.85,,,,,False,182,548,730
885,CCRO3,11.37,33.02,2.78,1.876,1.46,0.555,11.17,6.45,-0.92,12.35,6.55,29.06,6.58,1.35,10.15,8.42,101837000.0,8264760000.0,3.24,3.18,Industrials,Infrastructure Operations,CCR S.A.,CCR SA      ON      NM,False,393,338,731
827,CRTP3,86.5,22.26,2.38,2.435,0.0,1.57,5.55,19.63,8.19,18.02,18.02,12.4,10.94,2.14,12.36,10.68,0.0,1210570000.0,0.12,10.11,,,,,False,473,262,735
43,EBTP4,10.0,-42.66,1.14,0.537,0.0,0.346,-492.13,6.29,-0.71,8.33,2.81,8.53,-1.03,0.99,6.03,-2.68,0.0,10782200000.0,0.39,22.1,,,,,False,285,453,738
842,MILS3,6.42,24.37,1.49,2.427,2.92,1.114,4.0,14.31,7.63,13.37,5.85,16.96,9.95,3.38,10.47,6.11,7059550.0,1088030000.0,0.2,26.39,Industrials,Engineering & Construction,Mills Estruturas e Serviços de Engenharia S.A.,MILLS       ON      NM,False,406,333,739
939,SUBA3,84.0,61.95,8.39,8.067,0.0,6.778,8.03,115.78,8.09,106.17,106.17,6.97,13.02,5.55,19.11,13.54,0.0,530396000.0,0.0,0.0,,,,,False,599,140,739
635,TMGC12,550.0,8.71,1.12,0.8,0.0,0.77,4.66,12.27,8.22,10.94,10.94,6.52,9.18,1.69,8.73,12.83,0.0,1167010000.0,0.05,10.49,,,,,False,354,386,740
42,EBTP3,10.21,-43.56,1.17,0.548,0.0,0.353,-502.47,6.42,-0.73,8.46,2.85,8.53,-1.03,0.99,6.03,-2.68,0.0,10782200000.0,0.39,22.1,,,,,False,290,452,742
678,DOHL3,19.0,10.58,2.05,2.094,0.98,1.556,3.72,14.92,5.25,14.88,12.95,14.04,19.8,4.53,11.35,19.35,463.44,702237000.0,0.07,8.84,Consumer Cyclical,Textile Manufacturing,Döhler S.A.,DOHLER      ON,False,431,312,743
593,SHUL4,8.31,7.43,1.76,0.929,2.24,0.698,1.61,10.2,9.66,12.71,9.73,9.1,12.5,2.82,10.05,23.64,1598400.0,845771000.0,1.03,21.15,Consumer Cyclical,Auto Parts,Schulz S.A.,SCHULZ      PN,False,401,343,744
953,TMAR6,42.01,112.59,0.71,0.519,0.0,0.181,1.49,4.04,-0.5,8.29,3.21,12.84,-0.42,1.62,5.78,0.63,0.0,20448500000.0,1.38,14.8,,,,,False,283,461,744
954,TMAR5,42.67,114.35,0.72,0.527,0.0,0.184,1.51,4.1,-0.51,8.35,3.24,12.84,-0.42,1.62,5.78,0.63,0.0,20448500000.0,1.38,14.8,,,,,False,286,462,748
912,CBEE3,21.0,41.96,0.94,0.413,0.0,0.216,-2.0,3.55,-0.4,9.26,6.15,11.63,0.98,0.69,6.79,2.25,6160.39,3712960000.0,1.61,11.13,Utilities,Utilities—Regulated Electric,Ampla Energia e Serviços S.A.,AMPLA ENERG ON,False,310,438,748
724,PDTC3,5.87,13.1,3.54,1.403,0.0,1.077,2.79,14.86,10.01,15.08,15.08,9.44,10.71,1.93,11.14,27.02,509975.0,130046000.0,0.71,276.6,Technology,Communication Equipment,Padtec Holding S.A.,PADTEC      ON      NM,True,433,317,750
877,BRFS3,15.43,29.89,1.48,0.259,0.0,0.224,2.5,4.46,-0.6,10.71,5.42,5.82,0.9,1.24,8.36,4.96,283628000.0,8462530000.0,3.01,10.56,Consumer Defensive,Packaged Foods,BRF S.A.,BRF SA      ON      NM,False,349,401,750
712,LOGN3,24.48,12.35,5.92,1.947,0.0,1.159,5.01,13.58,-3.02,17.8,10.94,14.34,15.77,2.23,12.01,47.93,14963500.0,437799000.0,3.11,14.36,Industrials,Marine Shipping,Log-In Logística Intermodal S.A.,LOG-IN      ON      NM,False,469,284,753
780,SOND3,40.2,16.26,1.63,1.376,19.05,1.14,3.47,17.16,5.11,12.6,9.68,8.02,8.46,2.68,9.6,10.04,0.0,60518000.0,0.0,9.12,Industrials,Engineering & Construction,Sondotécnica Engenharia de Solos S.A.,SONDOTECNICAON,True,400,360,760
443,CTKA3,27.5,3.22,-1.16,0.342,0.0,0.286,0.86,3.52,-0.52,13.95,11.08,9.73,10.63,1.92,9.92,-36.01,212.93,-147222000.0,-3.71,11.99,Consumer Cyclical,Textile Manufacturing,Karsten S.A.,KARSTEN     ON,True,415,347,762
839,TSEP4,29.01,23.97,1.3,1.282,0.0,0.906,3.8,14.82,4.43,12.29,12.29,8.65,5.35,1.88,9.1,5.43,0.0,2047020000.0,0.0,4.5,,,,,False,390,374,764
850,CEPE3,128.0,25.4,5.21,1.124,0.0,0.735,17.59,8.59,-1.37,14.0,10.65,13.09,4.42,1.15,9.85,20.52,0.0,1832000000.0,3.66,12.05,Utilities,Utilities—Regulated Electric,Companhia Energética de Pernambuco - CELPE,CELPE       ON,False,416,351,767
772,MYPK4,31.79,15.58,1.2,0.383,0.0,0.339,2.87,5.52,-1.6,10.73,6.45,6.95,3.33,1.32,7.74,7.7,0.0,4074170000.0,1.38,10.96,,,,,False,350,417,767
698,EBCO4,1.0,11.46,0.8,0.33,0.0,0.351,50.21,8.51,-14.31,8.26,8.26,3.88,2.9,1.01,5.04,7.0,0.0,828097000.0,0.02,6.09,,,,,False,282,488,770
595,NUTR3,253.0,7.61,1.59,0.278,0.0,0.401,1.17,7.33,-3.4,9.62,8.65,3.79,3.65,2.2,6.29,20.85,0.0,20426000.0,0.52,31.94,Basic Materials,Agricultural Inputs,Nutriplant Indústria e Comércio S/A,NUTRIPLANT  ON      MA,True,323,449,772
661,PTNT3,14.4,9.72,2.03,0.879,1.41,0.895,3.72,11.68,16.2,13.8,9.3,7.53,10.2,1.87,9.57,20.87,221454.0,341078000.0,0.56,11.57,Consumer Cyclical,Apparel Manufacturing,Pettenati S.A. Industria Têxtil,PETTENATI   ON,False,412,361,773
150,SGPS3,4.8,-2.03,0.23,0.133,0.0,0.074,0.6,1.94,-0.33,7.79,4.32,6.87,-6.58,1.36,4.5,-11.57,285350.0,1022990000.0,0.96,-8.56,Consumer Cyclical,Textile Manufacturing,Springs Global Participações S.A.,SPRINGS     ON      NM,False,265,511,776
89,PRVI3,10.54,-11.74,1.61,0.919,0.0,0.565,-250.86,9.71,-1.48,9.87,6.39,9.46,-7.83,0.99,6.15,-13.71,0.0,525170000.0,0.1,16.19,,,,,False,327,451,778
